TransactionID,UserID,Amount,Timestamp,Location,DeviceID,TransactionType,FraudLabel
TXN106,U106,1850.00,2025-08-09T16:10:00Z,Hyderabad,DEV-106,BillPay,0
TXN107,U107,32000.00,2025-08-09T20:55:00Z,Pune,DEV-107,Withdrawal,1
TXN108,U108,185.00,2025-08-10T07:20:00Z,Kolkata,DEV-108,Recharge,0
TXN109,U109,3500.00,2025-08-10T12:50:00Z,Mumbai,DEV-109,Merchant,0
TXN110,U110,57000.00,2025-08-10T02:30:00Z,Delhi,DEV-110,Online,1
TXN111,U111,740.00,2025-08-11T10:45:00Z,Bangalore,DEV-111,P2P,0
TXN112,U112,2150.00,2025-08-11T15:35:00Z,Chennai,DEV-112,BillPay,0
TXN113,U113,40000.00,2025-08-11T22:15:00Z,Hyderabad,DEV-113,Transfer,1
TXN114,U114,105.00,2025-08-12T08:00:00Z,Pune,DEV-114,Recharge,0
TXN115,U115,4600.00,2025-08-12T13:25:00Z,Kolkata,DEV-115,Merchant,0
TXN116,U116,53000.00,2025-08-12T00:50:00Z,Mumbai,DEV-116,Withdrawal,1
TXN117,U117,620.00,2025-08-13T11:15:00Z,Delhi,DEV-117,P2P,0
TXN118,U118,1650.00,2025-08-13T17:40:00Z,Bangalore,DEV-118,BillPay,0
TXN119,U119,28500.00,2025-08-13T21:30:00Z,Chennai,DEV-119,Online,1
TXN120,U120,235.00,2025-08-14T06:35:00Z,Hyderabad,DEV-120,Recharge,0
TXN121,U121,3900.00,2025-08-14T14:00:00Z,Pune,DEV-121,Merchant,0
TXN122,U122,64000.00,2025-08-14T03:20:00Z,Kolkata,DEV-122,Transfer,1
TXN123,U123,510.00,2025-08-15T09:55:00Z,Mumbai,DEV-123,P2P,0
TXN124,U124,1950.00,2025-08-15T16:30:00Z,Delhi,DEV-124,BillPay,0
TXN125,U125,35500.00,2025-08-15T23:05:00Z,Bangalore,DEV-125,Withdrawal,1
TXN126,U126,165.00,2025-08-16T07:40:00Z,Chennai,DEV-126,Recharge,0
TXN127,U127,4200.00,2025-08-16T12:15:00Z,Hyderabad,DEV-127,Merchant,0
TXN128,U128,50000.00,2025-08-16T01:40:00Z,Pune,DEV-128,Online,1
TXN129,U129,830.00,2025-08-17T10:30:00Z,Kolkata,DEV-129,P2P,0
TXN130,U130,2450.00,2025-08-17T15:05:00Z,Mumbai,DEV-130,BillPay,0
TXN131,U131,43000.00,2025-08-17T20:40:00Z,Delhi,DEV-131,Transfer,1
TXN132,U132,90.00,2025-08-18T08:25:00Z,Bangalore,DEV-132,Recharge,0
TXN133,U133,3300.00,2025-08-18T13:50:00Z,Chennai,DEV-133,Merchant,0
TXN134,U134,60000.00,2025-08-18T02:55:00Z,Hyderabad,DEV-134,Withdrawal,1
TXN135,U135,690.00,2025-08-19T11:40:00Z,Pune,DEV-135,P2P,0
TXN136,U136,1750.00,2025-08-19T17:20:00Z,Kolkata,DEV-136,BillPay,0
TXN137,U137,30000.00,2025-08-19T22:00:00Z,Mumbai,DEV-137,Online,1
TXN138,U138,210.00,2025-08-20T06:55:00Z,Delhi,DEV-138,Recharge,0
TXN139,U139,4000.00,2025-08-20T14:35:00Z,Bangalore,DEV-139,Merchant,0
TXN140,U140,56000.00,2025-08-20T00:15:00Z,Chennai,DEV-140,Transfer,1
TXN141,U141,760.00,2025-08-21T09:10:00Z,Hyderabad,DEV-141,P2P,0
TXN142,U142,2250.00,2025-08-21T16:50:00Z,Pune,DEV-142,BillPay,0
TXN143,U143,38500.00,2025-08-21T21:45:00Z,Kolkata,DEV-143,Withdrawal,1
TXN144,U144,130.00,2025-08-22T07:10:00Z,Mumbai,DEV-144,Recharge,0
TXN145,U145,3700.00,2025-08-22T12:40:00Z,Delhi,DEV-145,Merchant,0
TXN146,U146,47000.00,2025-08-22T03:35:00Z,Bangalore,DEV-146,Online,1
TXN147,U147,570.00,2025-08-23T10:05:00Z,Chennai,DEV-147,P2P,0
TXN148,U148,1600.00,2025-08-23T15:40:00Z,Hyderabad,DEV-148,BillPay,0
TXN149,U149,25500.00,2025-08-23T20:20:00Z,Pune,DEV-149,Transfer,1
TXN150,U150,260.00,2025-08-24T08:50:00Z,Kolkata,DEV-150,Recharge,0
TXN151,U151,4700.00,2025-08-24T13:30:00Z,Mumbai,DEV-151,Merchant,0
TXN152,U152,66000.00,2025-08-24T01:25:00Z,Delhi,DEV-152,Withdrawal,1
TXN153,U153,920.00,2025-08-25T11:00:00Z,Bangalore,DEV-153,P2P,0
TXN154,U154,2050.00,2025-08-25T17:30:00Z,Chennai,DEV-154,BillPay,0
TXN155,U155,33500.00,2025-08-25T22:25:00Z,Hyderabad,DEV-155,Online,1
TXN156,U156,155.00,2025-08-26T06:20:00Z,Pune,DEV-156,Recharge,0
TXN157,U157,3850.00,2025-08-26T14:55:00Z,Kolkata,DEV-157,Merchant,0
TXN158,U158,59500.00,2025-08-26T02:10:00Z,Mumbai,DEV-158,Transfer,1
TXN159,U159,680.00,2025-08-27T09:45:00Z,Delhi,DEV-159,P2P,0
TXN160,U160,1880.00,2025-08-27T16:15:00Z,Bangalore,DEV-160,BillPay,0
TXN161,U161,41500.00,2025-08-27T21:00:00Z,Chennai,DEV-161,Withdrawal,1
TXN162,U162,195.00,2025-08-28T07:35:00Z,Hyderabad,DEV-162,Recharge,0
TXN163,U163,4400.00,2025-08-28T12:10:00Z,Pune,DEV-163,Merchant,0
TXN164,U164,52500.00,2025-08-28T00:45:00Z,Kolkata,DEV-164,Online,1
TXN165,U165,850.00,2025-08-29T10:50:00Z,Mumbai,DEV-165,P2P,0
TXN166,U166,2350.00,2025-08-29T15:25:00Z,Delhi,DEV-166,BillPay,0
TXN167,U167,31500.00,2025-08-29T20:10:00Z,Bangalore,DEV-167,Transfer,1
TXN168,U168,120.00,2025-08-30T08:15:00Z,Chennai,DEV-168,Recharge,0
TXN169,U169,3650.00,2025-08-30T13:55:00Z,Hyderabad,DEV-169,Merchant,0
TXN170,U170,68000.00,2025-08-30T03:00:00Z,Pune,DEV-170,Withdrawal,1
TXN171,U171,610.00,2025-08-31T11:20:00Z,Kolkata,DEV-171,P2P,0
TXN172,U172,1720.00,2025-08-31T17:55:00Z,Mumbai,DEV-172,BillPay,0
TXN173,U173,37500.00,2025-08-31T22:40:00Z,Delhi,DEV-173,Online,1
TXN174,U174,240.00,2025-09-01T06:10:00Z,Bangalore,DEV-174,Recharge,0
TXN175,U175,4150.00,2025-09-01T14:40:00Z,Chennai,DEV-175,Merchant,0
TXN176,U176,55500.00,2025-09-01T01:35:00Z,Hyderabad,DEV-176,Transfer,1
TXN177,U177,790.00,2025-09-02T09:30:00Z,Pune,DEV-177,P2P,0
TXN178,U178,2180.00,2025-09-02T16:05:00Z,Kolkata,DEV-178,BillPay,0
TXN179,U179,44500.00,2025-09-02T21:50:00Z,Mumbai,DEV-179,Withdrawal,1
TXN180,U180,175.00,2025-09-03T07:50:00Z,Delhi,DEV-180,Recharge,0
TXN181,U181,3450.00,2025-09-03T12:25:00Z,Bangalore,DEV-181,Merchant,0
TXN182,U182,48500.00,2025-09-03T02:45:00Z,Chennai,DEV-182,Online,1
TXN183,U183,940.00,2025-09-04T10:15:00Z,Hyderabad,DEV-183,P2P,0
TXN184,U184,1580.00,2025-09-04T15:50:00Z,Pune,DEV-184,BillPay,0
TXN185,U185,26500.00,2025-09-04T20:25:00Z,Kolkata,DEV-185,Transfer,1
TXN186,U186,280.00,2025-09-05T08:35:00Z,Mumbai,DEV-186,Recharge,0
TXN187,U187,4550.00,2025-09-05T13:05:00Z,Delhi,DEV-187,Merchant,0
TXN188,U188,62500.00,2025-09-05T00:10:00Z,Bangalore,DEV-188,Withdrawal,1
TXN189,U189,660.00,2025-09-06T11:45:00Z,Chennai,DEV-189,P2P,0
TXN190,U190,2020.00,2025-09-06T17:10:00Z,Hyderabad,DEV-190,BillPay,0
TXN191,U191,34500.00,2025-09-06T22:55:00Z,Pune,DEV-191,Online,1
TXN192,U192,145.00,2025-09-07T06:25:00Z,Kolkata,DEV-192,Recharge,0
TXN193,U193,3980.00,2025-09-07T14:00:00Z,Mumbai,DEV-193,Merchant,0
TXN194,U194,58500.00,2025-09-07T01:50:00Z,Delhi,DEV-194,Transfer,1
TXN195,U195,820.00,2025-09-08T09:20:00Z,Bangalore,DEV-195,P2P,0
TXN196,U196,2280.00,2025-09-08T16:40:00Z,Chennai,DEV-196,BillPay,0
TXN197,U197,39500.00,2025-09-08T21:15:00Z,Hyderabad,DEV-197,Withdrawal,1
TXN198,U198,200.00,2025-09-09T07:05:00Z,Pune,DEV-198,Recharge,0
TXN199,U199,4250.00,2025-09-09T12:35:00Z,Kolkata,DEV-199,Merchant,0
TXN200,U200,51500.00,2025-09-09T03:30:00Z,Mumbai,DEV-200,Online,1
TXN201,U201,730.00,2025-09-10T10:55:00Z,Delhi,DEV-201,P2P,0
TXN202,U202,1920.00,2025-09-10T15:15:00Z,Bangalore,DEV-202,BillPay,0
TXN203,U203,29500.00,2025-09-10T20:00:00Z,Chennai,DEV-203,Transfer,1
TXN204,U204,115.00,2025-09-11T08:45:00Z,Hyderabad,DEV-204,Recharge,0
TXN205,U205,3620.00,2025-09-11T13:20:00Z,Pune,DEV-205,Merchant,0
TXN206,U206,65500.00,2025-09-11T02:25:00Z,Kolkata,DEV-206,Withdrawal,1
TXN207,U207,590.00,2025-09-12T11:30:00Z,Mumbai,DEV-207,P2P,0
TXN208,U208,1680.00,2025-09-12T17:00:00Z,Delhi,DEV-208,BillPay,0
TXN209,U209,36500.00,2025-09-12T22:45:00Z,Bangalore,DEV-209,Online,1
TXN210,U210,265.00,2025-09-13T06:40:00Z,Chennai,DEV-210,Recharge,0
TXN211,U211,4080.00,2025-09-13T14:15:00Z,Hyderabad,DEV-211,Merchant,0
TXN212,U212,54500.00,2025-09-13T01:00:00Z,Pune,DEV-212,Transfer,1
TXN213,U213,950.00,2025-09-14T09:05:00Z,Kolkata,DEV-213,P2P,0
TXN214,U214,2380.00,2025-09-14T16:55:00Z,Mumbai,DEV-214,BillPay,0
TXN215,U215,42500.00,2025-09-14T21:35:00Z,Delhi,DEV-215,Withdrawal,1
TXN216,U216,180.00,2025-09-15T07:25:00Z,Bangalore,DEV-216,Recharge,0
TXN217,U217,3780.00,2025-09-15T12:55:00Z,Chennai,DEV-217,Merchant,0
TXN218,U218,49500.00,2025-09-15T03:15:00Z,Hyderabad,DEV-218,Online,1
TXN219,U219,700.00,2025-09-16T10:40:00Z,Pune,DEV-219,P2P,0
TXN220,U220,1820.00,2025-09-16T15:30:00Z,Kolkata,DEV-220,BillPay,0
TXN221,U221,32500.00,2025-09-16T20:20:00Z,Mumbai,DEV-221,Transfer,1
TXN222,U222,225.00,2025-09-17T08:10:00Z,Delhi,DEV-222,Recharge,0
TXN223,U223,4480.00,2025-09-17T13:45:00Z,Bangalore,DEV-223,Merchant,0
TXN224,U224,61500.00,2025-09-17T01:55:00Z,Chennai,DEV-224,Withdrawal,1
TXN225,U225,860.00,2025-09-18T11:55:00Z,Hyderabad,DEV-225,P2P,0
TXN226,U226,2120.00,2025-09-18T17:25:00Z,Pune,DEV-226,BillPay,0
TXN227,U227,38000.00,2025-09-18T22:10:00Z,Kolkata,DEV-227,Online,1
TXN228,U228,135.00,2025-09-19T06:00:00Z,Mumbai,DEV-228,Recharge,0
TXN229,U229,3920.00,2025-09-19T14:30:00Z,Delhi,DEV-229,Merchant,0
TXN230,U230,57500.00,2025-09-19T02:40:00Z,Bangalore,DEV-230,Transfer,1
TXN231,U231,640.00,2025-09-20T09:50:00Z,Chennai,DEV-231,P2P,0
TXN232,U232,1980.00,2025-09-20T16:20:00Z,Hyderabad,DEV-232,BillPay,0
TXN233,U233,45500.00,2025-09-20T21:05:00Z,Pune,DEV-233,Withdrawal,1
TXN234,U234,290.00,2025-09-21T07:45:00Z,Kolkata,DEV-234,Recharge,0
TXN235,U235,4180.00,2025-09-21T12:20:00Z,Mumbai,DEV-235,Merchant,0
TXN236,U236,50500.00,2025-09-21T00:30:00Z,Delhi,DEV-236,Online,1
TXN237,U237,980.00,2025-09-22T10:25:00Z,Bangalore,DEV-237,P2P,0
TXN238,U238,2480.00,2025-09-22T15:00:00Z,Chennai,DEV-238,BillPay,0
TXN239,U239,27500.00,2025-09-22T19:45:00Z,Hyderabad,DEV-239,Transfer,1
TXN240,U240,160.00,2025-09-23T08:30:00Z,Pune,DEV-240,Recharge,0
TXN241,U241,3560.00,2025-09-23T13:10:00Z,Kolkata,DEV-241,Merchant,0
TXN242,U242,69000.00,2025-09-23T03:55:00Z,Mumbai,DEV-242,Withdrawal,1
TXN243,U243,720.00,2025-09-24T11:10:00Z,Delhi,DEV-243,P2P,0
TXN244,U244,1780.00,2025-09-24T17:45:00Z,Bangalore,DEV-244,BillPay,0
TXN245,U245,35000.00,2025-09-24T22:30:00Z,Chennai,DEV-245,Online,1
TXN246,U246,250.00,2025-09-25T06:15:00Z,Hyderabad,DEV-246,Recharge,0
TXN247,U247,4350.00,2025-09-25T14:50:00Z,Pune,DEV-247,Merchant,0
TXN248,U248,56500.00,2025-09-25T01:20:00Z,Kolkata,DEV-248,Transfer,1
TXN249,U249,890.00,2025-09-26T09:40:00Z,Mumbai,DEV-249,P2P,0
TXN250,U250,2220.00,2025-09-26T16:35:00Z,Delhi,DEV-250,BillPay,0
TXN251,U251,1150.00,2025-09-26T14:00:00Z,Bangalore,DEV-251,P2P,0
TXN252,U252,43500.00,2025-09-26T21:25:00Z,Chennai,DEV-252,Withdrawal,1
TXN253,U253,310.00,2025-09-27T07:55:00Z,Hyderabad,DEV-253,Recharge,0
TXN254,U254,4650.00,2025-09-27T12:45:00Z,Pune,DEV-254,Merchant,0
TXN255,U255,48000.00,2025-09-27T02:05:00Z,Kolkata,DEV-255,Online,1
TXN256,U256,770.00,2025-09-28T10:35:00Z,Mumbai,DEV-256,P2P,0
TXN257,U257,2580.00,2025-09-28T15:20:00Z,Delhi,DEV-257,BillPay,0
TXN258,U258,30500.00,2025-09-28T20:15:00Z,Bangalore,DEV-258,Transfer,1
TXN259,U259,185.00,2025-09-29T08:20:00Z,Chennai,DEV-259,Recharge,0
TXN260,U260,3820.00,2025-09-29T13:55:00Z,Hyderabad,DEV-260,Merchant,0
TXN261,U261,63500.00,2025-09-29T00:40:00Z,Pune,DEV-261,Withdrawal,1
TXN262,U262,660.00,2025-09-30T11:45:00Z,Kolkata,DEV-262,P2P,0
TXN263,U263,1880.00,2025-09-30T17:05:00Z,Mumbai,DEV-263,BillPay,0
TXN264,U264,40500.00,2025-09-30T22:50:00Z,Delhi,DEV-264,Online,1
TXN265,U265,275.00,2025-10-01T06:30:00Z,Bangalore,DEV-265,Recharge,0
TXN266,U266,4020.00,2025-10-01T14:05:00Z,Chennai,DEV-266,Merchant,0
TXN267,U267,53500.00,2025-10-01T01:45:00Z,Hyderabad,DEV-267,Transfer,1
TXN268,U268,1020.00,2025-10-02T09:15:00Z,Pune,DEV-268,P2P,0
TXN269,U269,2680.00,2025-10-02T16:50:00Z,Kolkata,DEV-269,BillPay,0
TXN270,U270,37000.00,2025-10-02T21:40:00Z,Mumbai,DEV-270,Withdrawal,1
TXN271,U271,150.00,2025-10-03T07:10:00Z,Delhi,DEV-271,Recharge,0
TXN272,U272,3680.00,2025-10-03T12:30:00Z,Bangalore,DEV-272,Merchant,0
TXN273,U273,60500.00,2025-10-03T03:25:00Z,Chennai,DEV-273,Online,1
TXN274,U274,840.00,2025-10-04T10:50:00Z,Hyderabad,DEV-274,P2P,0
TXN275,U275,2080.00,2025-10-04T15:45:00Z,Pune,DEV-275,BillPay,0
TXN276,U276,28000.00,2025-10-04T20:30:00Z,Kolkata,DEV-276,Transfer,1
TXN277,U277,330.00,2025-10-05T08:40:00Z,Mumbai,DEV-277,Recharge,0
TXN278,U278,4520.00,2025-10-05T13:15:00Z,Delhi,DEV-278,Merchant,0
TXN279,U279,67500.00,2025-10-05T02:00:00Z,Bangalore,DEV-279,Withdrawal,1
TXN280,U280,710.00,2025-10-06T11:25:00Z,Chennai,DEV-280,P2P,0
TXN281,U281,1650.00,2025-10-06T17:55:00Z,Hyderabad,DEV-281,BillPay,0
TXN282,U282,46500.00,2025-10-06T23:15:00Z,Pune,DEV-282,Online,1
TXN283,U283,220.00,2025-10-07T06:50:00Z,Kolkata,DEV-283,Recharge,0
TXN284,U284,3950.00,2025-10-07T14:25:00Z,Mumbai,DEV-284,Merchant,0
TXN285,U285,52000.00,2025-10-07T00:55:00Z,Delhi,DEV-285,Transfer,1
TXN286,U286,960.00,2025-10-08T09:00:00Z,Bangalore,DEV-286,P2P,0
TXN287,U287,2420.00,2025-10-08T16:30:00Z,Chennai,DEV-287,BillPay,0
TXN288,U288,34000.00,2025-10-08T21:20:00Z,Hyderabad,DEV-288,Withdrawal,1
TXN289,U289,170.00,2025-10-09T07:35:00Z,Pune,DEV-289,Recharge,0
TXN290,U290,4280.00,2025-10-09T12:05:00Z,Kolkata,DEV-290,Merchant,0
TXN291,U291,59000.00,2025-10-09T03:50:00Z,Mumbai,DEV-291,Online,1
TXN292,U292,620.00,2025-10-10T10:20:00Z,Delhi,DEV-292,P2P,0
TXN293,U293,1920.00,2025-10-10T15:55:00Z,Bangalore,DEV-293,BillPay,0
TXN294,U294,41000.00,2025-10-10T20:45:00Z,Chennai,DEV-294,Transfer,1
TXN295,U295,300.00,2025-10-11T08:55:00Z,Hyderabad,DEV-295,Recharge,0
TXN296,U296,3580.00,2025-10-11T13:40:00Z,Pune,DEV-296,Merchant,0
TXN297,U297,64500.00,2025-10-11T01:30:00Z,Kolkata,DEV-297,Withdrawal,1
TXN298,U298,880.00,2025-10-12T11:05:00Z,Mumbai,DEV-298,P2P,0
TXN299,U299,2280.00,2025-10-12T17:35:00Z,Delhi,DEV-299,BillPay,0
TXN300,U300,31000.00,2025-10-12T22:25:00Z,Bangalore,DEV-300,Online,1
TXN301,U301,245.00,2025-10-13T06:25:00Z,Chennai,DEV-301,Recharge,0
TXN302,U302,4180.00,2025-10-13T14:00:00Z,Hyderabad,DEV-302,Merchant,0
